startingContents,"(1, 1, 1)"
increaseBy,"((3, 3), (1, 1), (1, 1))"
Iterations,100000

probPopping,Threshold,ShareOptimal,ShareOptimal2,Time,NoResolution
0.2,66,0.70574,0.0452,16.674089261738427,20415
0.0,67,0.93025,0.03499,6.008751015779466,0
0.05,67,0.88163,0.05864,6.75558445299492,2
0.1,67,0.82248,0.08933,8.02036356941633,34
0.15,67,0.7645,0.10801,10.446786574790687,2208
0.2,67,0.70528,0.04487,16.738330512041195,20504
0.0,68,0.92906,0.03604,6.06331451586113,0
0.05,68,0.88147,0.05945,6.79166000850901,0
0.1,68,0.8238,0.08761,8.0434703893248,42
0.15,68,0.76417,0.1072,10.463192760293232,2117
0.2,68,0.70332,0.04337,16.971825747027403,21213
0.0,69,0.9312,0.03357,6.049499644752359,0
0.05,69,0.88098,0.0597,6.819734665337259,0
0.1,69,0.8235,0.08822,8.072748026189833,49
0.15,69,0.76289,0.10758,10.54355870657116,2287
0.2,69,0.70603,0.04171,16.915510153991267,21107
0.0,70,0.93319,0.03372,6.056092582435195,0
0.05,70,0.88263,0.05908,6.82165417118975,0
0.1,70,0.82402,0.08698,8.101591757706974,48
0.15,70,0.76492,0.10698,10.554553466524649,2270
0.2,70,0.70817,0.04028,16.86590675867001,21019
0.0,71,0.93345,0.03398,6.089215433031922,0
0.05,71,0.88204,0.05959,6.853922437648754,1
0.1,71,0.82329,0.0886,8.120976150343397,38
0.15,71,0.76465,0.10672,10.57508446227852,2342
0.2,71,0.70513,0.0404,17.056547843204466,21403
0.0,72,0.93183,0.03408,6.100091062914633,0
0.05,72,0.88124,0.05949,6.881336692814624,0
0.1,72,0.82594,0.08688,8.093616606024884,34
0.15,72,0.76594,0.10584,10.587915958114804,2252
0.2,72,0.70449,0.03955,17.168255870789853,21664
0.0,73,0.93441,0.0323,6.113057644098129,0
0.05,73,0.88159,0.05856,6.900567986991313,1
0.1,73,0.82545,0.08659,8.151997777545903,43
0.15,73,0.76164,0.10687,10.702209628837547,2459
0.2,73,0.70375,0.03873,17.267902712608365,21884
0.0,74,0.93387,0.03291,6.150773436636588,0
0.05,74,0.88151,0.06023,6.920096564627634,3
0.1,74,0.82579,0.08673,8.167181872337446,49
0.15,74,0.76423,0.10608,10.716602344865839,2471
0.2,74,0.70419,0.03848,17.280554941005043,21896
0.0,75,0.93568,0.032,6.153589992604379,0
0.05,75,0.88201,0.05902,6.9368937141231735,1
0.1,75,0.82495,0.08789,8.20199212658765,49
0.15,75,0.76434,0.1068,10.723465964993787,2454
0.2,75,0.70562,0.03664,17.289684288011394,22016
0.0,76,0.93502,0.03305,6.166198267288704,0
0.05,76,0.8853,0.0585,6.930569672112357,1
0.1,76,0.82471,0.08848,8.23747323678098,54
0.15,76,0.76681,0.10492,10.74783150604198,2585
0.2,76,0.70413,0.03693,17.4223283875791,22304
0.0,77,0.9356,0.03279,6.198965001940182,0
0.05,77,0.88348,0.05782,6.9597412995377335,0
0.1,77,0.8271,0.08763,8.224139048545041,52
0.15,77,0.7625,0.10654,10.843362603433771,2614
0.2,77,0.7058,0.03517,17.428547018070148,22349
0.0,78,0.93706,0.0317,6.1951517086140955,0
0.05,78,0.88557,0.0566,6.969929987864293,4
0.1,78,0.8276,0.08522,8.242757595510996,39
0.15,78,0.76543,0.10473,10.848591864253137,2652
0.2,78,0.70391,0.03578,17.521287306210425,22509
0.0,79,0.93853,0.03106,6.185587864630016,0
0.05,79,0.88435,0.05767,6.998748279872566,1
0.1,79,0.82467,0.08809,8.296748395665912,58
0.15,79,0.76331,0.10474,10.88911342020901,2700
0.2,79,0.70697,0.03348,17.483687876623296,22513
0.0,80,0.93784,0.03113,6.231144750723236,0
0.05,80,0.88426,0.05785,7.014345818973652,1
0.1,80,0.82725,0.08565,8.276807962426473,52
0.15,80,0.76353,0.10543,10.913308261045328,2668
0.2,80,0.70699,0.03259,17.50319704170324,22578
0.0,81,0.93789,0.03189,6.237307856546232,0
0.05,81,0.88492,0.05836,7.024356017864176,1
0.1,81,0.8258,0.08714,8.323064565037615,59
0.15,81,0.76474,0.10374,10.933101444193463,2789
0.2,81,0.70446,0.03223,17.722533379325256,23040
0.0,82,0.93947,0.03064,6.237563845086869,0
0.05,82,0.88421,0.0584,7.0564063477091965,1
0.1,82,0.82625,0.08721,8.345236424017866,63
0.15,82,0.76443,0.10355,10.979693407147119,2833
0.2,82,0.70578,0.03164,17.70255603527891,23060
0.0,83,0.93908,0.0297,6.272694706881163,0
0.05,83,0.88617,0.05704,7.055587324492744,1
0.1,83,0.82482,0.08707,8.391297360027043,46
0.15,83,0.76449,0.10376,11.022599510862339,2881
0.2,83,0.70801,0.03146,17.614084854108235,22895
0.0,84,0.9394,0.03083,6.2807763992273005,0
0.05,84,0.88619,0.05665,7.078270504813043,2
0.1,84,0.82632,0.08788,8.386748881407698,55
