startingContents,"(1, 1, 1, 1, 1)"
increaseBy,"(2, 1, 1, 1, 1)"
Iterations,100000

probPopping,Threshold,ShareOptimal,Time,NoResolution
0.0,38,0.74091,10.974017113715199,0
0.01,38,0.74526,11.310891017793482,0
0.02,38,0.73378,11.757679889953819,0
0.03,38,0.73372,12.213232204570065,0
0.04,38,0.7266,12.771128916561286,0
0.05,38,0.71687,13.400884867198517,0
0.06,38,0.70805,14.117156316992165,0
0.07,38,0.69964,14.922413108967872,0
0.08,38,0.68377,15.957051305701684,5
0.09,38,0.6688,17.20808768962015,37
0.1,38,0.65358,18.663471551813046,245
0.0,39,0.74974,10.99336267230195,0
0.01,39,0.74584,11.416655948572284,0
0.02,39,0.74144,11.850365820298515,0
0.03,39,0.73446,12.326613795122809,0
0.04,39,0.72575,12.896960945157398,0
0.05,39,0.7212,13.48837290701841,0
0.06,39,0.71157,14.214949546033422,0
0.07,39,0.69948,15.059963752210248,0
0.08,39,0.68631,16.0955966526403,5
0.09,39,0.66944,17.345631597216116,35
0.1,39,0.65475,18.78954175948126,252
0.0,40,0.75106,11.10141925139522,0
0.01,40,0.74857,11.493677402621357,0
0.02,40,0.74468,11.905651864728904,0
0.03,40,0.73894,12.413204113590098,0
0.04,40,0.72995,12.973118842566347,0
0.05,40,0.72078,13.589615085013143,0
0.06,40,0.7127,14.313918974592719,0
0.07,40,0.70092,15.208998623263232,0
0.08,40,0.68907,16.166459775230603,0
0.09,40,0.67489,17.401910666162138,37
0.1,40,0.65669,18.95657717871752,280
0.0,41,0.75401,11.157635055256451,0
0.01,41,0.75036,11.562727762940005,0
0.02,41,0.74769,11.989170269804042,0
0.03,41,0.73777,12.516182346788472,0
0.04,41,0.73501,13.04997051917437,0
0.05,41,0.72529,13.682456470121437,0
0.06,41,0.71587,14.411889007464778,0
0.07,41,0.70135,15.292112059937805,1
0.08,41,0.68867,16.339252421473525,4
0.09,41,0.66927,17.645892340568015,52
0.1,41,0.65676,19.105643152401033,314
0.0,42,0.75708,11.262488307359856,0
0.01,42,0.75078,11.659952357586338,0
0.02,42,0.74578,12.098107878865429,0
0.03,42,0.742,12.591156737790417,0
0.04,42,0.73631,13.128664936522393,0
0.05,42,0.72759,13.771310681064655,0
0.06,42,0.71558,14.535822469743586,0
0.07,42,0.70277,15.399856643200996,0
0.08,42,0.69024,16.461051318603907,5
0.09,42,0.67381,17.742782379769103,57
0.1,42,0.65632,19.25175724289575,315
0.0,43,0.75931,11.31275228825034,0
0.01,43,0.75424,11.725793222848864,0
0.02,43,0.75004,12.164223040608706,0
0.03,43,0.74438,12.66439306657248,0
0.04,43,0.7388,13.208364074683457,0
0.05,43,0.72647,13.882194953484772,0
0.06,43,0.71794,14.619990195243572,0
0.07,43,0.7015,15.550197116087663,1
0.08,43,0.68955,16.56999624681528,7
0.09,43,0.67617,17.832290762992766,44
0.1,43,0.65984,19.354545501628895,315
0.0,44,0.76008,11.41502749262196,0
0.01,44,0.75556,11.81801655331961,0
0.02,44,0.75032,12.252821182987969,0
0.03,44,0.74739,12.740244498885918,0
0.04,44,0.7385,13.320539903587132,0
0.05,44,0.72974,13.96011811931815,0
0.06,44,0.71935,14.705617886725515,0
